0.046128787	-0.011116372	0.18232447	-0.05571329	0.011286528	0.029721837	-0.07432051	-0.061829504	0.20477532	0.2793714	0.050425556	0.014131224	-0.08531162	-0.0660028	0.14382434	-0.13582446
0.06444233	-0.031008847	0.3011887	-0.08283682	0.01675078	-0.100538716	0.02844962	-0.09757064	0.24050061	0.26310635	0.006821266	-0.10105883	-0.030796133	-0.015331227	0.051550467	-0.15863495
0.40444613	0.29750472	0.37407574	-0.28330785	-0.34839386	-0.4441305	0.27022728	-0.3756329	0.40954992	0.3915915	-0.28836927	-0.3374034	0.25045323	0.34216934	-0.30636582	-0.37989956
0.1983145	0.1111689	0.2810308	-0.15768808	-0.21474224	-0.18290281	0.15496652	-0.18774168	0.27577654	0.25555444	-0.13600953	-0.1785819	0.048566613	0.12260087	-0.07682756	-0.2595863
-0.009953752	-0.09242505	0.23414586	0.052582253	0.028737111	0.022294998	-0.06303513	0.008472913	0.22796138	0.23742123	0.14318575	0.0096371705	-0.12750596	-0.10053106	0.18053482	-0.03747052
0.0532381	0.030067725	0.20170164	-0.038615365	0.0117485775	-0.023380496	-0.056573626	-0.005433861	0.1589721	0.22850774	0.009242247	-0.0048502563	-0.02028304	0.0026534514	0.0139930425	-0.09272229
-0.10313333	-0.10251933	0.18127127	0.107109584	0.070577346	0.13410999	-0.19438003	0.10741342	0.15853024	0.17133017	0.20383377	0.070160724	-0.2023875	-0.13787793	0.20362484	-0.06131899
0.22353497	0.10928788	0.13210456	-0.18482116	-0.11044981	-0.17304528	0.16075146	-0.14434142	0.14299105	0.14386854	-0.08934893	-0.1415741	0.15787484	0.14166184	-0.16970637	-0.14639248
-0.1433322	-0.14610767	0.19987366	0.057574343	0.1525195	0.104436755	-0.14283715	0.11137667	0.07993641	0.23457661	0.1821501	0.08597989	-0.21191193	-0.20030722	0.14556149	-0.035225894
-0.061396852	-0.1559903	0.059798688	0.03100457	0.118584186	0.061943997	-0.090960346	0.10085949	0.020308878	0.16136687	0.10803421	0.09176448	-0.18296742	-0.16424018	0.117989786	0.009820546
0.051731773	0.0063159605	0.13819034	-0.07223278	0.0021356766	-0.027950307	0.05686214	-0.04470275	0.20361823	0.1908755	0.053742267	-0.05033925	-0.083416544	-0.013269746	0.045499675	-0.076109655
-0.093407124	-0.1807036	0.18715118	0.11543228	0.15850824	0.14115073	-0.23735318	0.101421595	0.22256918	0.29434308	0.18347931	0.122125044	-0.2239592	-0.17063707	0.20132802	-0.017985657
-0.045246903	-0.09900317	0.26196823	0.055806607	0.02397577	0.06717026	-0.13347585	-0.012916281	0.1781285	0.31243306	0.07194737	-0.04942547	-0.12996367	-0.03700412	0.14103967	-0.06618182
-0.09169197	-0.21840914	0.0090215495	0.079511	0.16360797	0.17861298	-0.13259768	0.08365444	0.049219094	0.048702218	0.21053383	0.11987317	-0.22271483	-0.18988429	0.21101443	0.05729347
-0.09081352	-0.19615012	0.086786464	0.12155558	0.14459305	0.18452723	-0.20496668	0.1714382	0.055087402	0.11106891	0.1772622	0.10931971	-0.23277667	-0.19600566	0.17318757	0.036704816
-0.17177151	-0.21662867	-0.048870917	0.16054876	0.20162894	0.22115088	-0.27429554	0.19922207	-0.045506798	0.047105458	0.21453093	0.21825294	-0.22626291	-0.2206022	0.22540942	0.1339794
-0.03308456	-0.05906045	0.040897675	0.027856717	0.034978673	0.07264932	-0.08929574	0.041059855	0.03362906	0.04239702	0.07651007	0.015227298	-0.015522581	-0.084304824	0.016455732	-0.013727836
-0.012313283	-0.057370096	0.11797842	0.03997335	0.071171634	0.008333194	-0.08183433	0.06461095	0.11389981	0.101799734	0.04959129	-0.033975154	-0.14812037	-0.015656263	0.079182506	0.0017757056
-0.9617621	-0.90688276	-0.79308796	0.8088916	0.86802167	1.0226514	-0.8473354	0.82278985	-0.7602387	-0.588077	0.91878116	0.9507671	-0.85647964	-0.8736322	0.91291606	0.75920355
-0.14215915	-0.22194661	0.0724207	0.10892971	0.17325549	0.13148454	-0.1494827	0.16814138	0.006098252	0.08593885	0.18873881	0.13377398	-0.16765155	-0.1543286	0.15799095	0.043321848
